Date,24/06
Date,25/06
Date,26/06
Date,27/06
Date,28/06
Date,29/06
Date,30/06
Date,7-Jan
Date,7-Feb
Date,7-Mar
Date,7-Apr
Date,7-May
Date,7-Jun
Date,7-Jul
Date,7-Aug
Date,7-Sep
Date,7-Oct
Date,7-Nov
Date,7-Dec
Date,13/07
Date,14/07
Date,15/07
Date,16/07
Date,17/07
Date,18/07
Date,19/07
Date,20/07
Date,21/07
Date,22/07
Date,23/07
Date,24/07
Date,25/07
Date,26/07
Date,27/07
Date,28/07
Date,29/07
Date,30/07
Date,31/07
Date,8-Jan
Date,8-Feb
Date,8-Mar
Date,8-Apr
Date,8-May
Date,8-Jun
Date,8-Jul
Date,8-Aug
Date,8-Sep
Date,8-Oct
Date,8-Nov
Date,8-Dec
Date,13/08
Date,14/08
Date,15/08
Date,16/08
Date,17/08
Date,18/08
Date,19/08
Date,20/08
Date,21/08
Date,22/08
Date,23/08
Date,24/08
Date,25/08
Date,26/08
Date,27/08
Date,28/08
Date,29/08
Date,30/08
Date,31/08
Date,9-Jan
Date,9-Feb
Date,9-Mar
Date,9-Apr
Date,9-May
Date,9-Jun
Date,9-Jul
Date,9-Aug
Date,9-Sep
Date,9-Oct
Date,9-Nov
Date,9-Dec
Date,13/09
Date,14/09
Date,15/09
Date,16/09
Date,17/09
Date,18/09
Date,19/09
Date,20/09
Date,21/09
Date,22/09
Date,23/09
Date,24/09
Date,25/09
Date,26/09
Date,27/09
Date,28/09
Date,29/09
Date,30/09
Date,10-Jan
Date,10-Feb
Date,10-Mar
Date,10-Apr
Date,10-May
Date,10-Jun
Date,10-Jul
Date,10-Aug
Date,10-Sep
Date,10-Oct
Date,10-Nov
Date,10-Dec
Date,13/10
Date,14/10
Date,15/10
Date,16/10
Date,17/10
Date,18/10
Date,19/10
Date,20/10
Date,21/10
Date,22/10
Date,23/10
Date,24/10
Date,25/10
Date,26/10
Date,27/10
Date,28/10
Date,29/10
Date,30/10
Date,31/10
Date,11-Jan
Date,11-Feb
Date,11-Mar
Date,11-Apr
Date,11-May
Date,11-Jun
Date,11-Jul
Date,11-Aug
Date,11-Sep
Date,11-Oct
Date,11-Nov
Date,11-Dec
Date,13/11
Date,14/11
Date,15/11
Date,16/11
Date,17/11
Date,18/11
Date,19/11
Date,20/11
Date,21/11
Date,22/11
Date,23/11
Date,24/11
Date,25/11
Date,26/11
Date,27/11
Date,28/11
Date,29/11
Date,30/11
Date,12-Jan
Date,12-Feb
Date,12-Mar
Date,12-Apr
Date,12-May
Date,12-Jun
Date,12-Jul
Date,12-Aug
Date,12-Sep
Date,12-Oct
Date,12-Nov
Date,12-Dec
Date,13/12
Date,14/12
Date,15/12
Date,16/12
Date,17/12
Date,18/12
Date,19/12
Date,20/12
Date,21/12
Date,22/12
Date,23/12
Date,24/12
Date,25/12
Date,26/12
Date,27/12
Date,28/12
Date,29/12
Date,30/12
Date,31/12
Date,1-Jan
Date,2-Jan
Date,3-Jan
Date,13-Jan
Date,14-Jan
Date,15-Jan
Date,16-Jan
Date,17-Jan
Date,18-Jan
Date,19-Jan
Date,20-Jan
Date,21-Jan
Date,22-Jan
Date,23-Jan
Date,24-Jan
Date,25-Jan
Date,26-Jan
Date,27-Jan
Date,28-Jan
Date,29-Jan
Date,30-Jan
Date,31-Jan
Date,2-Feb
Date,13-Feb
Date,14-Feb
Date,15-Feb
Date,16-Feb
Date,17-Feb
Date,18-Feb
Date,19-Feb
Date,20-Feb
Date,21-Feb
Date,22-Feb
Date,23-Feb
Date,24-Feb
Date,25-Feb
Date,26-Feb
Date,27-Feb
Date,28-Feb
Date,29-Feb
Date,2-Mar
Date,13-Mar
Date,14-Mar
Date,15-Mar
Date,16-Mar
Date,17-Mar
Date,18-Mar
Date,19-Mar
Date,20-Mar
Date,21-Mar
Date,22-Mar
Date,23-Mar
Date,24-Mar
Date,25-Mar
Date,26-Mar
Date,27-Mar
Date,28-Mar
Date,29-Mar
Date,30-Mar
Date,31-Mar
Date,2-Apr
Date,13-Apr
Date,14-Apr
Date,15-Apr
Date,16-Apr
Date,17-Apr
Date,18-Apr
Date,19-Apr
Date,20-Apr
Date,21-Apr
Date,22-Apr
Date,23-Apr
Date,24-Apr
Date,25-Apr
Date,26-Apr
Date,27-Apr
Date,28-Apr
Date,29-Apr
Date,30-Apr
Date,2-May
Date,13-May
Date,14-May
Date,15-May
Date,16-May
Date,17-May
Date,18-May
Date,19-May
Date,20-May
Date,21-May
Date,22-May
Date,23-May
Date,24-May
Date,25-May
Date,26-May
Date,27-May
Date,28-May
Date,29-May
Date,30-May
Date,31-May
Date,2-Jun
Date,13-Jun
Date,14-Jun
Date,15-Jun
Date,16-Jun
Date,17-Jun
Date,18-Jun
Date,19-Jun
Date,20-Jun
Date,21-Jun
Date,22-Jun
Date,23-Jun
Date,24-Jun
Date,25-Jun
Date,26-Jun
Date,27-Jun
Date,28-Jun
Date,29-Jun
Date,30-Jun
Date,2-Jul
Date,13-Jul
Date,14-Jul
Date,15-Jul
Date,16-Jul
Date,17-Jul
Date,18-Jul
Date,19-Jul
Date,20-Jul
Date,21-Jul
Date,22-Jul
Date,23-Jul
Date,24-Jul
Date,25-Jul
Date,3rd January
Date,27-Jul
Date,28-Jul
Date,29-Jul
Date,30-Jul
Date,31-Jul
Date,2-Aug
Date,13-Aug
Date,14-Aug
Date,15-Aug
Date,16-Aug
Date,17-Aug
Date,18-Aug
Date,19-Aug
Date,20-Aug
Date,21-Aug
Date,22-Aug
Date,23-Aug
Date,24-Aug
Date,25-Aug
Date,26-Aug
Date,27-Aug
Date,28-Aug
Date,29-Aug
Date,30-Aug
Date,31-Aug
Date,2-Sep
Date,13-Sep
Date,14-Sep
Date,15-Sep
Date,16-Sep
Date,17-Sep
Date,18-Sep
Date,19-Sep
Date,20-Sep
Date,21-Sep
Date,22-Sep
Date,23-Sep
Date,24-Sep
Date,25-Sep
Date,26-Sep
Date,27-Sep
Date,28-Sep
Date,29-Sep
Date,30-Sep
Date,2-Oct
Date,13-Oct
Date,14-Oct
Date,15-Oct
Date,16-Oct
Date,17-Oct
Date,18-Oct
Date,19-Oct
Date,20-Oct
Date,21-Oct
Date,22-Oct
Date,23-Oct
Date,24-Oct
Date,25-Oct
Date,26-Oct
Date,27-Oct
Date,28-Oct
Date,29-Oct
Date,30-Oct
Date,31-Oct
Date,2-Nov
Date,13-Nov
Date,14-Nov
Date,15-Nov
Date,16-Nov
Date,17-Nov
Date,18-Nov
Date,19-Nov
Date,20-Nov
Date,21-Nov
Date,22-Nov
Date,23-Nov
Date,24-Nov
Date,25-Nov
Date,26-Nov
Date,27-Nov
Date,28-Nov
Date,29-Nov
Date,30-Nov
Date,2-Dec
Date,13-Dec
Date,14-Dec
Date,15-Dec
Date,16-Dec
Date,17-Dec
Date,18-Dec
Date,19-Dec
Date,20-Dec
Date,21-Dec
Date,22-Dec
Date,23-Dec
Date,24-Dec
Date,25-Dec
Date,26-Dec
Date,27-Dec
Date,28-Dec
Date,29-Dec
Date,30-Dec
Date,31-Dec
Date,2nd January
Date,1st January
Date,26-Jul
Date,4th January
Date,5th January
Date,6th January
Date,7th January
Date,8th January
Date,9th January
Date,10th January
Date,11th January
Date,12th January
Date,13th January
Date,14th January
Date,15th January
Date,16th January
Date,17th January
Date,18th January
Department,Agriculture
Department,Women and Child Development Sector,Women and Child,Women and Child Development,Child
Department,Water Department,Water
Department,Urban Sector,Urban
Department,Urban Development Department,Urban Development
Department,Tribal Area Development Department,Tribal Area Development,Tribal Area
Department,Transport Department,Transport
Department,Transport,Transport
Department,Town Planning Department,Town Planning,Town
Department,Tourism Department,Tourism
Department,Tourism
Department,Technical Education Department,Technical Education
Department,State Insurance and Provident Fund Department,State Insurance,Provident Fund
Department,Social Welfare,Social
Department,Social Justice and Empowerment Department,Social Justice,Social Justice and Empowerment
Department,sewage Department,sewage
Department,Science and Technology Department,Science and Technology,Science,Technology
Department,Sanskrit Education Department,Sanskrit Education,Sanskrit
Department,Sanitation Department,Sanitation
Department,Rural Development Department,Rural Development,Rural
Department,RTO,Regional Transport Office,Road Transport Office
Department,Roadways Department,Roadways,Bus
Department,Revenue Department,Revenue
Department,Registration and Stamps Department,Registration,Stamps,Registration and Stamps
Department,recreational department,recreational
Department,Railways Department,Railways
Department,PWD,Public Work
Department,Public Works Department,Public Works
Department,Public Health Engineering Department,Public Health,Public Health Engineering
Department,public health Department,public health
Department,Public Health
Department,Prosecution Department,Prosecution
Department,post office Department,post office
Department,Police Department,Police
Department,Planning Department,Planning
Department,Personnel Department,Personnel
Department,municipal Department,municipal
Department,Mines and Geology Department,Mines,Geology,Mines and Geology
Department,Medical Health and Family Welfare Department,Medical Health and Family Welfare,Medical Health,Family Welfare,Family,Health
Department,Medical Education Department,Medical Education,Medical
Department,medical Department,medical
Department,Law and Legal Affairs Department,Law and Legal Affairs,Affairs
Department,Land Registration Office,Land Registration,Land
Department,Labour Department,Labour
Department,Labour and Employment,Labour and Employment
Department,Labour
Department,Information Technology and Communications Department,Information Technology and Communications ,Communication
Department,Information Technology,IT
Department,Information and Public Relations Department,Information and Public Relations,Public Relation
Department,Income Tax Department,Income Tax,Tax
Department,immigration Department,immigration
Department,housing Department,housing 
Department,Housing,House
Department,Home Guard Department,Home Guard
Department,Home Department,Home
Department,Higher Technical and Medical Education,Higher Technical and Medical,Higher Technical
Department,Health and Welfare
Department,General Adminstration and Cabinet Secretariat Department,Cabinet,Adminstration
Department,gas Department,gas
Department,Forest Department,Forest
Department,Foreign Depatment,Foreign 
Department,Food and Civil Supplies Department,Food and Civil Supplies
Department,Food and Civil Supplies
Department,Fisheries Department,Fisheries
Department,fire Department,fire
Department,Finance Department,Finance
Department,Fastag Department,Fastag
Department,Factories and Boilers Inspection Department,Factory,Boilers Inspection
Department,Excise Department,Excise,Duty
Department,Evaluation Department,Evaluation
Department,Environment and Climate Change Department,Environment and Climate Change,Climate Change
Department,Environment
Department,Energy and Non Conventional Energy Department,Energy and Non Conventional Energy,Energy,Non Conventional Energy
Department,Employment Department,Employment
Department,Elementary Education Department,Elementary Education
Department,Electricity Department,Electricity
Department,Education Portal Govt of,Education Portal
Department,Education Department,Education
Department,Administrative Reforms Department,Administrative Reforms
Department,Cyber Security Department,Cyber,Scecurity,Cyber Security
Department,Customs,import Department,export Department
Department,Commissioner Industries Commerce and CSR Department,CSR,Commissioner Industries Commerce,Industries Commerce
Department,Economics and Statistics Department,Economics,Statistics
Department,College Education Department,College Education,College
Department,Co-operative Department,Co-operative,co-operate,coperate
Department,CBI,ED,PMO,CID
Department,Bank,SBI,BOB
Department,Art and Culture Sector,Art and Culture,Art,Culture
Department,Animal Husbandry Department,Animal Husbandry,Animal
Department,Airways Department,Airways
Department,Agriculture Department,Agriculture
Department,Youth Affairs and Sports Department,Youth Affairs,Sports,Youth Affairs and Sports
Department,Disaster Management and Relief Department,Disaster Management and Relief,Disaster Management,Disaster,Flood,Landslide
Department,Department of Water Resources,Water Resources
Department,Department of Treasuries & Accounts (DTA),DTA,Treasuries,Treasure
generating_ticketNo,done,Done
location,Lalgarh
location,Elumalai
location,Eral
location,Eraniel
location,Erumaippatti
location,Ettaiyapuram
location,Gandhi Nagar
location,Gangaikondan
location,Gangavalli
location,Gingee
location,Gudalur
location,Gudiyatham
location,Guduvancheri
location,Gummidipundi
location,Harur
location,Hosur
location,Idappadi
location,Ilampillai
location,Iluppur
location,Injambakkam
location,Irugur
location,Jalakandapuram
location,Jalarpet
location,Jayamkondacholapuram
location,Kadambur
location,Kadayanallur
location,Kalakkadu
location,Kalavai
location,Kallakkurichchi
location,Kallidaikurichi
location,Kallupatti
location,Kalugumalai
location,Kamuthi
location,Kanadukattan
location,Kanchipuram
location,Kangayam
location,Kanniyakumari
location,Karaikkudi
location,Karamadai
location,Karambakkudi
location,Kariapatti
location,Karumbakkam
location,Katpadi
location,Kattivakkam
location,Kattupputtur
location,Kaveripatnam
location,Kayalpattinam
location,Kayattar
location,Keelakarai
location,Kelamangalam
location,Kil Bhuvanagiri
location,Kilvelur
location,Kiranur
location,Kodaikanal
location,Kodumudi
location,Kombai
location,Konganapuram
location,Koothanallur
location,Koradachcheri
location,Korampallam
location,Kotagiri
location,Kottaiyur
location,Kovilpatti
location,Krishnagiri
location,Kulattur
location,Kulittalai
location,Kumaralingam
location,Kumbakonam
location,Kunnattur
location,Kurinjippadi
location,Kuttalam
location,Kuzhithurai
location,Madambakkam
location,Madipakkam
location,Madukkarai
location,Madukkur
location,Madurantakam
location,Mallapuram
location,Mallasamudram
location,Mallur
location,Manalurpettai
location,Manamadurai
location,Manappakkam
location,Manapparai
location,Manavalakurichi
location,Mandapam
location,Mangalam
location,Mannargudi
location,Marakkanam
location,Marandahalli
location,Masinigudi
location,Mattur
location,Mayiladuthurai
location,Melur
location,Mettuppalaiyam
location,Mettur
location,Minjur
location,Mohanur
location,Mudukulattur
location,Mulanur
location,Musiri
location,Muttupet
location,Naduvattam
location,Nambiyur
location,Nambutalai
location,Nandambakkam
location,Nangavalli
location,Nangilickondan
location,Nanguneri
location,Nannilam
location,Naravarikuppam
location,Nattam
location,Nattarasankottai
location,Needamangalam
location,Neelankarai
location,Negapatam
location,Nellikkuppam
location,Nilakottai
location,Nilgiris
location,Odugattur
location,Omalur
location,Ooty
location,Palakkodu
location,Palamedu
location,Palavakkam
location,Pallappatti
location,Pallattur
location,Pallavaram
location,Pallikondai
location,Pallipattu
location,Pallippatti
location,Papanasam
location,Papireddippatti
location,Papparappatti
location,Paramagudi
location,Pennadam
location,Pennagaram
location,Pennathur
location,Peraiyur
location,Peranamallur
location,Peranampattu
location,Periyanayakkanpalaiyam
location,Periyanegamam
location,Periyapatti
location,Periyapattinam
location,Perundurai
location,Perungudi
location,Perur
location,Ponnamaravati
location,Poonamalle
location,Porur
location,Puduppatti
location,Pudur
location,Puduvayal
location,Puliyangudi
location,Puliyur
location,Pullambadi
location,Punjai Puliyampatti
location,Rajapalaiyam
location,Rameswaram
location,Saint Thomas Mount
location,Sathankulam
location,Sayalkudi
location,Seven Pagodas
location,Sholinghur
location,Singanallur
location,Singapperumalkovil
location,Sirkazhi
location,Sirumugai
location,Srimushnam
location,Sriperumbudur
location,Srivaikuntam
location,Suchindram
location,Sulur
location,Swamimalai
location,Tambaram
location,Tanjore
location,Taramangalam
location,Tattayyangarpettai
location,Theni
location,Thenkasi
location,Thirukattupalli
location,Thiruthani
location,Thiruvaiyaru
location,Thiruvidaimaruthur
location,Thoothukudi
location,Tinnanur
location,Tiruchchendur
location,Tirumullaivasal
location,Tirunelveli Kattabo
location,Tiruppalaikudi
location,Tirupparangunram
location,Tiruppuvanam
location,Tiruttangal
location,Tiruvottiyur
location,Tisaiyanvilai
location,Tondi
location,Turaiyur
location,Udangudi
location,Udumalaippettai
location,Uppiliyapuram
location,Uttamapalaiyam
location,Uttiramerur
location,Uttukkuli
location,V.S.K.Valasai (Dindigul-Dist.)
location,Vadakku Valliyur
location,Vadakku Viravanallur
location,Vadamadurai
location,Vadippatti
location,Valangaiman
location,Valavanur
location,Vallam
location,Vandalur
location,Vasudevanallur
location,Vattalkundu
location,Vedaraniyam
location,Vedasandur
location,Velankanni
location,Vellanur
location,Velur
location,Vengavasal
location,Vettaikkaranpudur
location,Vettavalam
location,Vijayapuri
location,Vikravandi
location,Vilattikulam
location,Villupuram
location,Viraganur
location,Vriddhachalam
location,Walajapet
location,Wallajahbad
location,Wellington
location,Andol
location,Asifabad
location,Banswada
location,Bellampalli
location,Bhadradri Kothagudem
location,Bhaisa
location,Chatakonda
location,Dasnapur
location,Devarkonda
location,Dornakal
location,Gaddi Annaram
location,Ghatkesar
location,Gopalur
location,Jangoan
location,Jayashankar Bhupalapally
location,Jogulamba Gadwal
location,Kamareddi
location,Kodar
location,Kothapet
location,Kottagudem
location,Kottapalli
location,Kukatpalli
location,Lakshettipet
location,Lal Bahadur Nagar
location,Mahabubabad
location,Malkajgiri
location,Mancheral
location,Manthani
location,Medchal
location,Medchal Malkajgiri
location,Mirialguda
location,Nagar Karnul
location,Nalgonda
location,Narsingi
location,Naspur
location,Paloncha
location,Patancheru
location,Peddapalli
location,Quthbullapur
location,Rajanna Sircilla
location,Ramgundam
location,Rangareddi
location,Sadaseopet
location,Sangareddi
location,Sathupalli
location,Secunderabad
location,Serilingampalle
location,Singapur
location,Sirpur
location,Sirsilla
location,Sriramnagar
location,Suriapet
location,Uppal Kalan
location,Vemalwada
location,Wanparti
location,Zahirabad
location,Ambasa
location,Barjala
location,Dhalai
location,Gomati
location,Kailashahar
location,Kamalpur
location,North Tripura
location,Ranir Bazar
location,Sabrum
location,Sonamura
location,South Tripura
location,Unakoti
location,West Tripura
location,Afzalgarh
location,Ahraura
location,Aidalpur
location,Airwa
location,Akbarpur
location,Aliganj
location,Allahganj
location,Amanpur
location,Amauli
location,Ambahta
location,Ambedkar Nagar
location,Amethi
location,Anandnagar
location,Antu
location,Anupshahr
location,Aonla
location,Araul
location,Asalatganj
location,Atarra
location,Atrauli
location,Atraulia
location,Auraiya
location,Auras
location,Ayodhya
location,Azizpur
location,Baberu
location,Babina
location,Babrala
location,Babugarh
location,Bachhraon
location,Bachhrawan
location,Baghpat
location,Baghra
location,Bah
location,Baheri
location,Bahjoi
location,Bahraigh
location,Bahsuma
location,Bahua
location,Bajna
location,Bakewar
location,Baksar
location,Balamau
location,Baldeo
location,Baldev
location,Ballia
location,Balrampur
location,Banat
location,Banbasa
location,Bangarmau
location,Bansdih
location,Bansgaon
location,Bansi
location,Banthra
location,Bara Banki
location,Baragaon
location,Baraut
location,Bareilly
location,Barhalganj
location,Barkhera
location,Barkhera Kalan
location,Barokhar
location,Barsana
location,Barwar (Lakhimpur Kheri)
location,Basti
location,Behat
location,Bela
location,Belthara
location,Beniganj
location,Beswan
location,Bewar
location,Bhadarsa
location,Bhadohi
location,Bhagwantnagar
location,Bharatpura
location,Bhargain
location,Bharthana
location,Bharwari
location,Bhaupur
location,Bhimtal
location,Bhinga
location,Bhognipur
location,Bhongaon
location,Bidhnu
location,Bidhuna
location,Bighapur
location,Bighapur Khurd
location,Bijnor
location,Bikapur
location,Bilari
location,Bilariaganj
location,Bilgram
location,Bilhaur
location,Bilsanda
location,Bilsi
location,Bilthra
location,Binauli
location,Binaur
location,Bindki
location,Birdpur
location,Bisalpur
location,Bisanda Buzurg
location,Bisauli
location,Bisenda Buzurg
location,Bishunpur Urf Maharajganj
location,Biswan
location,Bithur
location,Budaun
location,Budhana
location,Bulandshahr
location,Captainganj
location,Chail
location,Chandauli
location,Chandauli District
location,Chandpur
location,Chanduasi
location,Charkhari
location,Charthawal
location,Chhaprauli
location,Chharra
location,Chhata
location,Chhibramau
location,Chhitauni
location,Chhutmalpur
location,Chillupar
location,Chirgaon
location,Chitrakoot
location,Chitrakoot Dham
location,Chopan
location,Chunar
location,Churk
location,Colonelganj
location,Dadri
location,Dalmau
location,Dankaur
location,Daraganj
location,Daranagar
location,Dasna
location,Dataganj
location,Daurala
location,Dayal Bagh
location,Deoband
location,Deoranian
location,Deoria
location,Derapur
location,Dewa
location,Dhampur
location,Dhanaura
location,Dhanghata
location,Dharau
location,Dhaurahra
location,Dibai
location,Divrasai
location,Dohrighat
location,Domariaganj
location,Dostpur
location,Dudhi
location,Etah
location,Etmadpur
location,Faizabad
location,Farah
location,Faridnagar
location,Faridpur
location,Farrukhabad
location,Fatehganj West
location,Fatehgarh
location,Fatehpur (Barabanki)
location,Fatehpur Chaurasi
location,Fyzabad
location,Gahlon
location,Gahmar
location,Gaini
location,Gajraula
location,Gangoh
location,Ganj Dundawara
location,Ganj Dundwara
location,Ganj Muradabad
location,Garautha
location,Garhi Pukhta
location,Garhmuktesar
location,Gauriganj
location,Gautam Buddha Nagar
location,Gawan
location,Ghatampur
location,Ghaziabad
location,Ghazipur
location,Ghiror
location,Ghorawal
location,Ghosi
location,Gohand
location,Gokul
location,Gola Bazar
location,Gola Gokarannath
location,Gonda
location,Gonda (Aligarh)
location,Gonda City
location,Gopamau
location,Gosainganj
location,Goshainganj
location,Govardhan
location,Greater Noida
location,Gulaothi
location,Gunnaur
location,Gursahaiganj
location,Gursarai
location,Gyanpur
location,Haldaur
location,Handia
location,Haraipur
location,Haraiya
location,Harchandpur
location,Harduaganj
location,Hastinapur
